application_id,timestamp,employer_id,sector,worker_id,nationality,skill_tier,declared_salary,est_monthly_load,suspicious_flag
12627,2025-02-06 03:00:00,10142,Marine,500341,BD,2,2925.0,6,0
5008,2025-01-29 07:00:00,10100,Logistics,500285,LK,3,4387.0,6,0
5048,2025-01-15 05:00:00,10265,Manufacturing,501521,TH,2,3289.0,7,0
8627,2025-01-23 07:00:00,10006,Construction,501550,TH,3,3266.0,10,0
2848,2025-01-26 09:00:00,10067,F&B,500396,VN,3,4652.0,12,0
16751,2025-02-07 12:00:00,10059,Logistics,500068,MM,3,3171.0,8,0
12934,2025-01-31 19:00:00,10144,Cleaning,500308,PH,1,3174.0,8,0
13805,2025-01-20 00:00:00,10168,F&B,500948,VN,3,3398.0,6,0
7109,2025-01-01 05:00:00,10215,Marine,501069,LK,1,2192.0,7,0
10720,2025-02-05 01:00:00,10223,Marine,501746,BD,2,3701.0,13,0
8596,2025-02-18 05:00:00,10086,Construction,501290,IN,3,4365.0,3,0
19219,2025-02-18 18:00:00,10080,Cleaning,500574,PH,1,2385.0,2,0
2536,2025-01-26 00:00:00,10171,Construction,500772,VN,3,3732.0,10,0
9326,2025-01-29 22:00:00,10060,Cleaning,500955,ID,1,2045.0,4,0
13281,2025-02-01 16:00:00,10087,Marine,500796,LK,2,2407.0,9,0
13966,2025-01-21 14:00:00,10178,Cleaning,501142,ID,3,3304.0,10,0
16923,2025-01-20 21:00:00,10063,Cleaning,500573,BD,2,2083.0,4,0
17484,2025-02-20 23:00:00,10257,Construction,500146,LK,2,2599.0,7,0
15623,2025-01-06 01:00:00,10169,Construction,500506,BD,3,2998.0,6,0
10190,2025-02-18 00:00:00,10293,Marine,501169,TH,1,2746.0,4,0
1715,2025-01-06 23:00:00,10078,Manufacturing,500987,MY,1,2574.0,8,0
9407,2025-01-26 08:00:00,10121,Logistics,501529,IN,3,2761.0,6,0
15229,2025-01-21 14:00:00,10290,Logistics,500341,BD,2,3023.0,6,0
18318,2025-01-08 23:00:00,10068,Construction,500915,TH,3,3317.0,5,0
18577,2025-03-01 20:00:00,10289,F&B,500676,LK,3,2687.0,6,0
825,2025-01-25 05:00:00,10034,Cleaning,501961,VN,1,2376.0,11,0
697,2025-02-23 12:00:00,10091,Logistics,501121,IN,2,2612.0,8,0
15543,2025-02-19 09:00:00,10053,F&B,501492,TH,2,2971.0,4,0
9942,2025-02-10 14:00:00,10061,Logistics,500806,CN,3,3757.0,8,0
13389,2025-02-03 07:00:00,10288,Manufacturing,500666,BD,2,2916.0,8,0
14226,2025-02-04 17:00:00,10081,F&B,501848,MM,1,2069.0,6,0
4559,2025-01-06 21:00:00,10051,Marine,500491,TH,2,2870.0,4,0
17733,2025-02-16 05:00:00,10148,Logistics,500783,LK,1,2379.0,10,0
9032,2025-01-25 06:00:00,10080,Cleaning,501682,CN,1,1950.0,5,0
2290,2025-01-27 09:00:00,10041,Logistics,501983,MY,3,3744.0,9,0
4390,2025-02-16 02:00:00,10291,Marine,501609,CN,1,2308.0,9,0
2601,2025-02-09 00:00:00,10245,Construction,501793,ID,3,3466.0,7,0
14287,2025-02-25 18:00:00,10068,Construction,500985,ID,1,3000.0,6,0
14830,2025-02-28 19:00:00,10234,F&B,501019,PH,3,3343.0,8,0
139,2025-01-17 22:00:00,10013,Logistics,501775,CN,3,3473.0,9,0
15717,2025-01-19 07:00:00,10266,F&B,500432,TH,1,2485.0,5,0
7504,2025-02-16 02:00:00,10036,Cleaning,500149,IN,3,3477.0,6,0
18611,2025-01-07 22:00:00,10034,Cleaning,500228,LK,1,2511.0,14,0
18213,2025-02-18 07:00:00,10159,Logistics,501508,CN,3,3032.0,5,0
7060,2025-02-06 23:00:00,10200,F&B,501701,CN,2,2882.0,6,0
1019,2025-02-10 16:00:00,10266,F&B,500481,IN,3,2690.0,5,0
19704,2025-02-20 11:00:00,10287,Manufacturing,500548,LK,2,2819.0,3,0
14285,2025-02-01 12:00:00,10148,Logistics,500967,TH,2,3693.0,9,0
9139,2025-01-26 22:00:00,10165,Logistics,501446,CN,3,3892.0,10,0
4728,2025-02-24 12:00:00,10284,F&B,501612,TH,3,3002.0,7,0
7613,2025-02-08 21:00:00,10012,Logistics,500572,ID,1,2266.0,10,0
11753,2025-01-24 16:00:00,10217,Construction,501740,IN,2,3174.0,6,1
13549,2025-02-08 21:00:00,10033,Manufacturing,501888,MM,1,2374.0,2,0
7870,2025-01-10 06:00:00,10174,Logistics,501887,VN,2,2999.0,5,0
15938,2025-02-14 03:00:00,10163,F&B,501939,ID,3,4453.0,13,0
15763,2025-01-21 19:00:00,10171,Construction,500101,CN,1,1725.0,7,0
16959,2025-01-07 23:00:00,10019,F&B,500234,BD,1,2513.0,5,0
2796,2025-02-03 05:00:00,10270,Marine,501215,CN,2,2158.0,5,0
6719,2025-02-22 02:00:00,10227,Manufacturing,501243,LK,3,5147.0,8,0
9408,2025-01-01 02:00:00,10285,Cleaning,500713,IN,3,2855.0,8,0
9687,2025-01-12 08:00:00,10050,Logistics,500936,LK,3,3907.0,3,0
15522,2025-02-05 23:00:00,10100,Logistics,500696,BD,2,3952.0,5,0
10088,2025-02-15 20:00:00,10103,Construction,500915,TH,3,3449.0,10,0
9077,2025-02-07 14:00:00,10167,Marine,501967,IN,2,2985.0,11,0
715,2025-01-05 08:00:00,10260,Logistics,500130,PH,2,3711.0,5,0
8199,2025-01-09 01:00:00,10060,Cleaning,500095,IN,1,2013.0,5,0
13957,2025-01-06 16:00:00,10278,Construction,501074,ID,3,3418.0,8,0
9307,2025-01-29 18:00:00,10033,Manufacturing,501425,PH,1,2043.0,2,0
10350,2025-01-11 17:00:00,10169,Construction,500137,TH,2,3177.0,7,0
8557,2025-01-18 14:00:00,10201,Cleaning,501518,MM,2,2959.0,3,0
17229,2025-02-19 19:00:00,10219,Cleaning,501974,TH,3,3380.0,9,0
15741,2025-01-06 02:00:00,10017,Construction,501408,IN,2,2324.0,6,0
7887,2025-01-13 16:00:00,10166,Marine,500872,VN,3,4546.0,4,0
1938,2025-01-01 11:00:00,10242,Construction,501392,BD,2,2781.0,5,0
7235,2025-02-15 17:00:00,10150,Cleaning,500931,MY,2,2209.0,9,0
18040,2025-01-07 17:00:00,10264,Cleaning,501670,CN,1,2871.0,7,0
4195,2025-02-17 04:00:00,10088,Logistics,501022,LK,2,1952.0,8,0
10141,2025-03-01 14:00:00,10199,Cleaning,501284,TH,1,2347.0,6,0
1560,2025-01-09 18:00:00,10188,Marine,500520,PH,3,3699.0,7,0
12789,2025-02-23 22:00:00,10107,Manufacturing,501083,ID,2,2284.0,7,0
4471,2025-01-13 03:00:00,10211,Logistics,500697,TH,2,2960.0,10,0
8014,2025-01-29 21:00:00,10282,Logistics,500887,LK,3,3558.0,7,0
1849,2025-01-30 17:00:00,10198,F&B,500060,MM,2,3088.0,6,0
1529,2025-02-03 00:00:00,10171,Construction,500041,LK,2,2315.0,8,0
5607,2025-01-16 07:00:00,10133,Manufacturing,501304,TH,2,2355.0,6,0
16123,2025-02-03 16:00:00,10220,Construction,501051,PH,3,4065.0,5,0
6596,2025-02-28 14:00:00,10268,Manufacturing,501509,LK,3,4072.0,8,0
13998,2025-02-04 11:00:00,10178,Cleaning,500571,IN,2,2768.0,10,0
11036,2025-01-06 09:00:00,10135,Marine,500591,TH,3,3253.0,11,0
6162,2025-01-11 20:00:00,10145,Cleaning,501460,IN,3,3404.0,6,0
5241,2025-02-19 16:00:00,10100,Logistics,501472,LK,1,3044.0,5,0
10600,2025-01-10 16:00:00,10259,Manufacturing,501265,ID,3,3595.0,10,0
3616,2025-02-28 22:00:00,10288,Manufacturing,501047,PH,2,2223.0,6,0
15600,2025-02-09 08:00:00,10127,Logistics,501661,LK,1,2137.0,9,0
7648,2025-02-07 06:00:00,10231,Cleaning,500523,MM,3,3353.0,6,0
2253,2025-02-18 17:00:00,10273,Cleaning,500416,MY,2,2147.0,13,0
10558,2025-01-20 00:00:00,10099,Construction,500425,TH,3,3781.0,4,0
338,2025-02-28 16:00:00,10235,Logistics,501511,BD,3,4389.0,7,0
9221,2025-01-12 19:00:00,10174,Logistics,500287,VN,3,3956.0,4,0
7848,2025-02-26 06:00:00,10149,Construction,500130,PH,2,2434.0,10,0
10396,2025-01-30 23:00:00,10160,Cleaning,501210,PH,1,2564.0,8,0
11755,2025-01-10 03:00:00,10072,F&B,500558,LK,3,3912.0,5,0
10903,2025-02-06 16:00:00,10096,Marine,501209,ID,3,3741.0,5,0
14360,2025-02-16 04:00:00,10252,Marine,500927,CN,2,2814.0,8,1
1967,2025-01-08 02:00:00,10184,F&B,500874,PH,3,4227.0,7,0
12365,2025-02-11 02:00:00,10084,Manufacturing,501320,PH,2,3452.0,12,0
17561,2025-01-04 11:00:00,10250,Marine,501765,MM,2,2836.0,7,0
10741,2025-02-16 04:00:00,10115,Manufacturing,500316,VN,3,3303.0,6,0
8035,2025-02-11 11:00:00,10036,Cleaning,500999,TH,3,4368.0,4,0
7245,2025-01-20 02:00:00,10298,Marine,500020,TH,1,3268.0,4,0
11955,2025-02-20 07:00:00,10107,Manufacturing,501414,ID,2,2857.0,10,0
6863,2025-01-05 17:00:00,10229,Marine,501454,MY,2,2760.0,8,0
14557,2025-01-07 12:00:00,10117,Construction,500405,PH,1,2607.0,9,0
6911,2025-01-27 02:00:00,10033,Manufacturing,501449,BD,1,2426.0,4,1
17037,2025-02-13 08:00:00,10280,Marine,500562,LK,3,2962.0,12,0
12371,2025-01-11 02:00:00,10109,Logistics,500328,VN,1,2292.0,9,0
3304,2025-02-27 22:00:00,10249,Construction,501669,LK,2,3587.0,10,0
4465,2025-01-13 16:00:00,10013,Logistics,500576,PH,2,3006.0,9,0
9409,2025-02-04 04:00:00,10138,F&B,501494,PH,1,2099.0,9,0
5463,2025-01-11 18:00:00,10270,Marine,500274,TH,1,2957.0,5,0
9414,2025-01-18 02:00:00,10022,Marine,501175,IN,3,4011.0,8,0
1573,2025-02-09 04:00:00,10179,Manufacturing,500599,MM,1,2112.0,6,0
9229,2025-02-15 11:00:00,10192,Manufacturing,500350,MY,2,2751.0,7,0
8930,2025-01-12 14:00:00,10124,Cleaning,501906,IN,1,2176.0,2,0
8587,2025-01-09 12:00:00,10204,F&B,501010,CN,1,1935.0,8,0
16307,2025-01-11 02:00:00,10213,F&B,501796,IN,3,3704.0,5,0
9049,2025-02-23 00:00:00,10144,Cleaning,501280,MM,3,3255.0,9,0
18146,2025-01-01 04:00:00,10106,Logistics,501275,MM,3,3458.0,9,0
18695,2025-02-05 17:00:00,10105,Logistics,500437,BD,1,2395.0,4,0
13342,2025-01-14 16:00:00,10144,Cleaning,501479,LK,2,3233.0,8,0
2892,2025-01-02 07:00:00,10101,Marine,500617,MY,3,3283.0,9,0
11979,2025-01-17 14:00:00,10253,Marine,500554,LK,1,2811.0,7,0
11364,2025-02-01 02:00:00,10110,Marine,501434,MY,3,2620.0,5,0
16058,2025-02-19 23:00:00,10159,Logistics,500223,MM,3,3616.0,6,0
12278,2025-01-04 04:00:00,10174,Logistics,500951,VN,2,3423.0,5,0
6124,2025-02-24 12:00:00,10162,F&B,500603,VN,3,4063.0,3,0
10767,2025-02-26 09:00:00,10094,Cleaning,501362,LK,3,3167.0,10,0
15635,2025-01-20 20:00:00,10024,Logistics,501539,LK,3,2795.0,6,1
12631,2025-02-01 12:00:00,10193,F&B,501881,PH,1,2030.0,5,0
14871,2025-01-30 00:00:00,10167,Marine,500352,VN,2,3007.0,9,0
13741,2025-01-18 10:00:00,10237,F&B,500853,VN,2,2571.0,9,0
14598,2025-02-22 19:00:00,10162,F&B,501391,VN,1,2592.0,2,0
7642,2025-01-16 01:00:00,10066,Cleaning,500094,BD,2,2285.0,10,0
4423,2025-02-10 05:00:00,10147,Marine,500455,TH,3,3820.0,7,0
13665,2025-01-11 13:00:00,10299,Construction,501240,PH,1,2342.0,9,0
17913,2025-01-10 09:00:00,10218,F&B,500362,IN,2,2181.0,6,0
481,2025-03-01 21:00:00,10205,Marine,500287,VN,3,4002.0,9,0
8807,2025-01-23 09:00:00,10271,Construction,500613,MY,1,3422.0,9,0
19580,2025-02-23 01:00:00,10298,Marine,500963,IN,1,3138.0,7,0
513,2025-01-06 10:00:00,10144,Cleaning,501791,VN,1,2509.0,9,0
2514,2025-02-03 20:00:00,10282,Logistics,501263,LK,1,2331.0,4,0
611,2025-02-24 01:00:00,10125,Manufacturing,500642,CN,2,3327.0,10,0
13529,2025-02-04 13:00:00,10015,Logistics,501678,MY,1,2103.0,6,0
1626,2025-01-08 08:00:00,10266,F&B,500888,PH,1,2476.0,6,0
12323,2025-02-07 13:00:00,10054,F&B,501012,LK,1,2226.0,4,0
7077,2025-02-17 22:00:00,10008,Marine,500998,LK,1,2412.0,4,0
8370,2025-01-04 09:00:00,10065,Marine,501865,ID,2,1909.0,5,0
16446,2025-02-27 14:00:00,10244,Manufacturing,501092,TH,3,3725.0,5,0
15663,2025-02-24 09:00:00,10284,F&B,501260,LK,2,2457.0,3,0
7347,2025-02-08 01:00:00,10192,Manufacturing,500740,LK,1,1768.0,8,0
18862,2025-01-20 00:00:00,10097,Logistics,501797,MY,3,3280.0,7,0
15357,2025-02-13 18:00:00,10143,F&B,500461,IN,1,2503.0,8,0
4288,2025-02-14 23:00:00,10227,Manufacturing,501493,LK,1,2852.0,9,0
8663,2025-02-17 03:00:00,10046,F&B,501613,MM,2,1941.0,7,0
13941,2025-02-02 10:00:00,10116,Construction,501546,CN,2,3514.0,9,0
15322,2025-02-07 19:00:00,10237,F&B,500560,MM,2,2731.0,8,0
18176,2025-02-20 06:00:00,10155,Manufacturing,501754,MM,3,4178.0,8,0
10053,2025-01-29 07:00:00,10251,F&B,501448,ID,1,2287.0,9,0
17658,2025-02-21 01:00:00,10277,Logistics,500864,LK,1,2259.0,6,0
7912,2025-02-07 15:00:00,10231,Cleaning,501712,TH,3,4141.0,5,0
14224,2025-02-28 20:00:00,10065,Marine,500675,CN,2,2919.0,8,0
204,2025-01-03 05:00:00,10102,Logistics,500779,CN,2,2800.0,6,0
6642,2025-01-02 00:00:00,10163,F&B,500872,VN,3,3632.0,10,0
18188,2025-01-04 08:00:00,10191,Manufacturing,500999,TH,3,2578.0,4,0
6991,2025-02-21 02:00:00,10238,Marine,501993,IN,3,4005.0,9,0
3629,2025-02-10 17:00:00,10030,F&B,501831,BD,2,2857.0,3,0
9410,2025-01-06 03:00:00,10216,Construction,500241,PH,1,2851.0,7,0
10680,2025-02-05 14:00:00,10270,Marine,501108,MY,2,2928.0,6,0
19192,2025-02-04 23:00:00,10267,F&B,501921,VN,1,2639.0,7,0
11335,2025-02-11 21:00:00,10044,Construction,501280,MM,3,3964.0,11,0
19095,2025-01-18 11:00:00,10250,Marine,501482,ID,1,2689.0,5,0
18462,2025-01-31 09:00:00,10200,F&B,501654,MY,2,3052.0,9,0
5013,2025-02-15 22:00:00,10018,Cleaning,500614,CN,3,4343.0,5,1
17710,2025-02-03 11:00:00,10042,Logistics,501183,MM,2,3546.0,4,0
1833,2025-01-29 08:00:00,10199,Cleaning,501692,ID,2,2500.0,8,0
9931,2025-02-10 02:00:00,10098,Manufacturing,500900,TH,3,2681.0,7,0
1774,2025-02-03 20:00:00,10270,Marine,501037,PH,3,2773.0,4,0
13232,2025-01-29 03:00:00,10084,Manufacturing,500878,PH,2,3170.0,9,0
933,2025-01-22 06:00:00,10208,Marine,500329,PH,1,2694.0,9,0
10291,2025-01-22 03:00:00,10117,Construction,500194,BD,1,2569.0,9,0
14649,2025-01-31 10:00:00,10160,Cleaning,500066,PH,3,3912.0,7,1
10639,2025-02-15 03:00:00,10283,F&B,500448,VN,1,3189.0,7,0
3243,2025-02-25 19:00:00,10140,Cleaning,501734,BD,1,2175.0,3,0
4025,2025-02-10 09:00:00,10080,Cleaning,501333,TH,3,2622.0,4,0
808,2025-02-28 20:00:00,10201,Cleaning,500075,PH,1,2474.0,2,0
17980,2025-02-24 16:00:00,10138,F&B,501998,ID,1,3217.0,9,0
15529,2025-01-20 02:00:00,10011,Cleaning,500167,VN,2,2252.0,3,0
15285,2025-01-02 21:00:00,10098,Manufacturing,500508,MY,3,2890.0,6,0
832,2025-02-02 20:00:00,10037,Logistics,501474,TH,2,3238.0,9,0
510,2025-02-01 06:00:00,10148,Logistics,500057,VN,1,2584.0,9,1
1670,2025-02-11 07:00:00,10012,Logistics,501504,PH,3,2853.0,7,0
8702,2025-01-01 14:00:00,10299,Construction,501614,CN,1,2386.0,8,0
18788,2025-02-26 19:00:00,10195,Construction,500643,IN,1,2534.0,13,0
